words,label
karmin pingsan waktu istirahat anak-anak kocar-kacir semuanya,indonesia
haga mit ipa niku ?,lampung
lihat kebunku penuh dengan bunga,indonesia
kendati gurunya kurang tetapi mereka rajin sekali mengajar anak-anak,indonesia
dipa pegattung kawai si jena ku bekem,lampung
sawos na sai nayah,lampung
hanya lima menit,indonesia
bagaimana sekarang perasaanmu ?,indonesia
kapan danau ranau ramai didatangi orang plesiran ?,indonesia
"tabik-tabik , pok sahuluan wat di lantai pira yu ?",lampung
kepala sekolah yang baru memperkenalkan diri,indonesia
kalian belajarlah sebaik-baiknya,indonesia
pira kali niku ngejuki pupuk delom seminggu ?,lampung
uangnya kelebihan,indonesia
"rumah itu tidak perlu mewah yang penting besih , sehat dan layak guna dihuni",indonesia
"ali ngulih jama ibu guruni , haga mit dipa tuan ?",lampung
apa yang ada di kandang itu ?,indonesia
"di suatu pekon hughiklah sai sanak geghalni lames , ya males nihan",lampung
"oh , tuhan , bimbinglah hambamu si lemoh hinji !",lampung
karim memperbaiki ladang nya,indonesia
tulung liakko nilai ku,lampung
dian kegalakanni ngelukis,lampung
dapok,lampung
saya dibayar sebulan sekali,indonesia
eri wat pr bahasa lampung mawat diguwai,lampung
gawi sai jadi kemighakan ulun ghamik disan yakdo gelaghni festival danau ranau,lampung
"di ladang ada ular , besar benar !",indonesia
rara apakah engkau punya buku gambar,indonesia
suatu ghani raja ngumumko pungutan pajak si ngebiyakko ghakyat,lampung
berapa banyak uang yang anda punya ?,indonesia
arif mekik waktu disunat,lampung
"penyimbang-penyimbang adat masuk rumah adat , mereka yth mau bermusyawarah",indonesia
"pak , kunpa sikam kughuk sekula segahdu libur ?",lampung
"itu kepala sekolah dan wakilnya naik sedan , mau ke mana kalian yth ? kata ali dalam hatinya",indonesia
lagu seminung disenangi seluruh siswa,indonesia
apa arti nya gizi ?,indonesia
sapa sai nguruki kanian di teras ?,lampung
api niku ngedok asuransi kesahatan ?,lampung
keretanya bisnya terlambat,indonesia
bapaknya berdagang,indonesia
ranting jatuh menimpa kepalaku,indonesia
huruf ini dibaca,indonesia
sikam seunyinni kak siap ampai gughu olah raga ngebunyiko kaset senam pagi,lampung
boleh saya pinjam sendalnya ?,indonesia
tujuan tiyan lapah-lapah mit kota yalah haga ngaliyak-ngaliyak keadaan kota teghutama gedung-gedung sai beghtingkat keghamikan kota,lampung
"pangeran indra kusuma yalah pahlawan sai bejuang di daighah lampung bagian selatan ngedok dibah hinji , sai layin yaddo raden intan 2",lampung
dia rajin bekerja dan tidak lupa berdoa sama tuhan yang kuasa,indonesia
jalan-jalan ke kota,indonesia
hasan membaca buku,indonesia
pigha kaus kaki handak sai wat di kutak nomogh limo ?,lampung
haga mit pasagh,lampung
sebaghihni sina di lamban wat abang jama adik,lampung
jamaah harap meluruskan safnya,indonesia
di dudi neram dapok pakai taxi,lampung
ya ngedok sabah ghik kebun buah-buahan,lampung
"pak , hamba mau keluar sebentar saja",indonesia
"ani dimarahi dengan bibi , ia cemberut muka tidak ceria",indonesia
saya disuruh keluar kota besok,indonesia
selamat pagi sanak-sanak,lampung
dipa pok markir ?,lampung
kakak membuat layangan,indonesia
si tiwas ghibuan jelma ghik haghta benda ghik ngamusnahko ghibuan sisikan ghik setwa si baghih,lampung
di daerah lampung bagian selatan siapa saja pahlawannya ?,indonesia
setiap hari jumat di sekolah amir diadakan senam pagi,indonesia
ibu tigoh jak pasagh,lampung
korban bencana yang menerima bantuan berlinang air mata,indonesia
"tono ngaliyak kepala sekula , turun jak mubil sedan , cawani pagi nihan beliyau ghatong",lampung
ia berangasan,lampung
dipa jengan lamban tamong muhammad ?,lampung
jak dipa holon hina ?,lampung
nyak ngerasa renu,lampung
"saat petani menuai padinya , hasilnya banyak disebut panen",indonesia
ghepa laju kudo gham latihan kosidah kanah bingi ?,lampung
"ada batang duku , limau , jambu dan rambutan",indonesia
bapak dan anak gugur demi ibu pertiwi,indonesia
api dija wat kamus bahasa lampung-indonesia ?,lampung
"pak , kunpa sikam libur ?",lampung
ghani demi ghani teghasa indah,lampung
jama sikap api belanda dapok nakkep raden intan ?,lampung
pusikam dacok mejong dipa gawoh,lampung
ditetopko jadi objek wisata jak lampung jama sumatera selatan,lampung
tiongko nasihat guru,lampung
ini ada tujuh baju putih,indonesia
pigha ghegani kamus si tebol ?,lampung
kami makan campur ikan,indonesia
api niku ganta lagi nayah pekeran ?,lampung
dari menunaikan ibadah haji,indonesia
cerita yang temanya kepahlawanan atau cerita tokoh-tokoh pahlawan yang berasal dari daerah abung lampung contohnya betan subing,indonesia
amrin berantem disampaikan ari dengan ibunya,indonesia
gajianni cutik,lampung
sapa gelagh ambai ni lukman ?,lampung
saya takut suntik,indonesia
siapa yang ceramah hari ini ?,indonesia
bagaimana perasaan hati nya sebelum menerima rapor ?,indonesia
amun niku dija si buangkat,lampung
ada apa dengannya ?,indonesia
"cuba sebutko alamat mu boy , si lengkap ya !",lampung
apakah boleh membawa makanan ke dalam ?,indonesia
saya tidak mengerti hal ini,indonesia
yu pasti mak telat,lampung
saya tidak mempunyai nama tengah,indonesia
api rega barang sija kak radu di kurangi ?,lampung
tiyan alaw-alawan,lampung
neram harus kapan cukut jak ija,lampung
"amun tuan peghlu bantuan , cawako gawoh",lampung
wai handak segelas hinji penanjal betoh mahu,lampung
pak ali nyepok jukuk bakal sapini makai aghit,lampung
kurang menyayan,lampung
saya minum obat dari warung,indonesia
pak puskam lagi api ?,lampung
"bu ani ngulih ana , ana haga mit dipa niku ?",lampung
dia berambut gondrong,indonesia
"di dalam kelas , siapa yang nama nya boy ?",indonesia
minggu ngembija,lampung
bagaimana saya dapat sampai kesana ?,indonesia
mari kita mensyukuri nikmat tuhan ini !,indonesia
semoga berhasil,indonesia
disana sudah ada teman-teman yang menunggu,indonesia
beramal baik sehari-harinya,indonesia
sabahni ghadu diluku,lampung
nyak haga ngitai dokter,lampung
kik butuh bantuan ratong gawoh mik lamban,lampung
saya kejebak macet,indonesia
sapa gawoh sai geghing ngemuji nita jama iwan ?,lampung
gajih ku genok,lampung
sinar matahari masuk ke rumah supaya bibit penyakit tidak mudah berjangkit,indonesia
mughid gata lamon sai nyukak jama gughuni,lampung
kami sedang menjaga di pos 1,indonesia
besok pagi,indonesia
"ikut juga meramaikan semua pengusaha dan dinas instansi , ucap bapak menyudahi ceritanya",indonesia
"alangkah sejuk hati kita , melihat lingkungan hidup kita yang masih asli",indonesia
tulung isi formulir sa,lampung
udo mandi di sungai,indonesia
ngasi nyak ratong jama bakas ku ?,lampung
ganta jam sepuluh setengah,lampung
"sanak-sanak , kuti mesti belajagh sebetik-betikni",lampung
"hasan tungga jama ali ghik komar , hasan cawa , haga mit dipa kuti ?",lampung
baru tadi siang,indonesia
prosa umumnya berisi cerita,indonesia
mereka mau melihat festival krakatau,indonesia
apa kabar om ? kabar baik,indonesia
amun gham tungga jama sejelma misalni bibi selayakni gham nyapa ya,lampung
kalau mau menyebrang pejalan kaki melewati zebra cros saat kendaraan berlalu,indonesia
ayah ngakuk surat kabar selajuni ngebaca seghanta hejong di kursi,lampung
anak yang males,indonesia
jak ipa sanak-sanak sina ?,lampung
anak yang belum lunas lks ditahan nomor mid semester,indonesia
api tujuan diwatko festival krakatau ?,lampung
mari kita gembira ria bernyayi bersuka ria,indonesia
tetapi sekarang bunda sudah tiada,indonesia
menurut sejarah yang benar-benar gigih menentang penindasan penjajahan belanda terhadap rakyat lampung ialah raden intan 2,indonesia
"tuan-tuan , minta perhatian , kami akan berkata !",indonesia
dapok jelasko sekali lagi ?,lampung
tiap bulan gaji ni ditetok jama kredit bank eka,lampung
berapa harga pasnya ?,indonesia
adu dibi nyak haga muloh mik kantor luwot,lampung
tiyan beghuwa buhantam di penggigh wai,lampung
"o , juk ghena nyak ghadu ngegheti , niku jama boy",lampung
itu sebaik-baik bekal tuan-tuan yth,indonesia
saat dia hidup di dunia,indonesia
insya alloh tahun depan,indonesia
dipa buku sai mu pinjam jena pagi ?,lampung
kamu dari mana ?,indonesia
jam berapa saya harus ke sana ?,indonesia
kurang,indonesia
anak perempuan dan anak laki-laki diwajibkan memakai seragam merah putih,indonesia
puskam haga mit dipa ?,lampung
dipa pok pedomni ?,lampung
dimana tempat cuci tangannya ?,indonesia
"pengairan biasanya diurus dengan pemerintah dalam hal ini dinas pekerjaan umum sekri ditjen air , namanya irigasi",indonesia
"tono , kamu mau kemana ?",indonesia
saya harap kalian dapat datang jumat pagi ya,indonesia
kuti belajarlah sebetik-betikni,lampung
nyak ngilu pak tiket,lampung
sikam mak ngereti,lampung
nyak haga ngirim duit haguk nomor rekening sija,lampung
ya saya suka karena banyak teman,indonesia
rega dombani cakak tahun ji,lampung
pokok pikighan lom paragraf ke 3 yolah pembukaan huma baghu nyadang pelan,lampung
"papan tulis , tawok sekula , mughid , ghuru saunyinni wat di sekula",lampung
apikah nyak kak radu ngumung sai helau ?,lampung
paghi sai hapani dikerang tekebas unyin,lampung
"pak hardi tungga pak ali , jak ipa puskam ?",lampung
mahap pusikam salah ngejukko susuk,lampung
ibu ngegulai iwa,lampung
mahap makdok,lampung
nyak lagi bimbang,lampung
anda boleh duduk dimana saja,indonesia
datuk lagi negikon sapu ghidik batanghari,lampung
di daighah lampung bagian selatan sapa gaoh pahlawanni ?,lampung
ulah disan musim buah-buahan kan buah-buahan sepuasni,lampung
ayah coba tuan cerita,indonesia
di hari libur pak guru dengan beberapa murid kelas 1 jalan-jalan ke kota,indonesia
jeno pagi,lampung
ganta jam pitu kurang puluh menit,lampung
ayo tambah lagi !,indonesia
"selanjutnya mereka membantu orang tua mereka , membersikan ruang tamu , menyapu halaman , dll",indonesia
saya mau ada ujian bulan depan,indonesia
"amir anak yang pertama , yang ke dua adiknya namanya ani",indonesia
ulah api niku mak sekula nambi ?,lampung
juga waktu sesudah upacara yang tidak berseragam dan telat datang diberi hukuman karena dia tidak disiplin,indonesia
"sina wat telu manuk , epak kibau , limo itik",lampung
punyimbang tiyuh ghatong beliyau didampingi wakilni,lampung
pira nomor teleponmu ?,lampung
ayah mengambil surat kabar selanjutnya membaca sambil duduk di kursi,indonesia
lamen muli mandi di bupekalan muli,lampung
jangan bercanda terus !,indonesia
tujuan mereka jalan-jalan ke kota ialah mau melihat-lihat keadaan kota terutama gedung-gedung yang bertingkat keramaian kota,indonesia
ambilkan saya air !,indonesia
"muak , sikam mak ngusung surat izin",lampung
saya punya dua orang anak,indonesia
dipa lamban puskam ?,lampung
sangat menyakitkan,indonesia
kita wajib menjalankan perintah agama,indonesia
"kalau ada keperluan anak-anak , mudah saja mereka datang ke rumah gurunya",indonesia
dipa pok ku mejong ?,lampung
ia ghadu kelas pigha ?,lampung
"batok dija , timah ! kayun haji yusuf",lampung
"yu sama-sama , maaf laher batin juga",lampung
sai dipakai nutup bahu penaghi sembah disebut selappai,lampung
peghjuangan raden intan tetep bekobagh di hati rakyat lampung,lampung
nyak haga mulang,lampung
kita mengobrol terus kapan rapat rapatnya,indonesia
nyak mak ngedok gerok’an,lampung
salah jawabanni salah,lampung
kalau kita tidak ada kemauan tak ada gunanya,indonesia
hewan qurbannya boleh dititip di dkm,indonesia
ani tolong ambilkan air itu,indonesia
"punyimbang cawa di sidang adat sina , lapah gham ghumpok ngebukak sidang adat hinji",lampung
api sai jadi kegeghingan tiyan ?,lampung
nama lengkap saya ali nuhdin,indonesia
di daerah lampung bagian selatan siapa nama pahlawannya ?,indonesia
kayu sina ngehapak di ghang laya,lampung
siapa yang mau datang besok pagi ?,indonesia
ilham memberi makanan ikan setiap sore,indonesia
mit dipa yudi ghik reza unggal ghani minggu ?,lampung
lahan si haga diguwai sabah sina ditarktor pai,lampung
kakak pembina pramuka menjaga posko,indonesia
tirulah perilaku jari,indonesia
mereka menaik bus khusus yang dapat masuk kota,indonesia
pak tono lagi bujabat tanagn jama tamuni,lampung
apa kamu suka sama saya ?,indonesia
ardi ghik arman nutuk apak ghik indukni cakak mubil mit pantai merak belantung kalianda,lampung
nughut wacana di unggak sai keghjani paling biyak yalah,lampung
tempat parkirnya ada di gedung ini	,indonesia
dia lucu,indonesia
jemoh sekulah libur,lampung
paghi di sabah tirerap makung diarit,lampung
saya tiba pada bulan april tanggal lima,indonesia
ulah api aji yusuf haguk huma pagi-pagi benogh ?,lampung
yang jujur pasti selamat,indonesia
tempat parkir ada di belakang,indonesia
udaranya sangat panas,indonesia
api kerja pol atawa nengah ?,lampung
lapah gham misol iwa di wai,lampung
pira umor mu ganta ?,lampung
api sai mu bekom sina ?,lampung
sija mengian ku ali,lampung
njuk sipa ganta perasaanmu ?,lampung
pira gajih na ?,lampung
pak hikam lapah pai yu,lampung
siapa nama raja dan patih yang ada dalam wacana diatas ?,indonesia
"sina kepala sekula ghatong , beliyau tenggalan",lampung
tidak ada tempat parkir yang kosong,indonesia
bagaimana jadi ga kita latihan vokal grup nanti sore ?,indonesia
"bu , ita haga mit kelas sebelah hikam haga nginjam kamus bahasa lampung",lampung
nyak panas ngison,lampung
"buah-buahan yang ada di dusun dan dalam prosa ialah mangga , rambutan , durian",indonesia
"ngehibur hati , nambah pengalaman dan pengetahuan tentang kota",lampung
"kelapa satu di tengah laut , apakah itu ? bulan",indonesia
apa bisa dicuci ?,indonesia
uwat tamu di kantor,lampung
saya butuh latihan,indonesia
lagi api kemaman ?,lampung
maaf saya tidak punya uang lebih,indonesia
berapa ongkos perbaikannya ?,indonesia
ngasi nginjam sejadahni,lampung
helau benor,lampung
api perelu tiganti ?,lampung
berapa baju cokelat yang ada di kotak nomor sepuluh ?,indonesia
"sekarang giliran ardian , mana ardian ?",indonesia
seluruh warga di sekolah harus mengikuti aturan yang ada di sekolah,indonesia
saya bukan pegawai tetap,indonesia
tiyan cakak bus,lampung
apa kabar om ? kabar bagus,indonesia
beberapa teman kerja saya berasal dari lampung,indonesia
"ayah pergi ke kebun , beliau membawa cangkul dan sabit",indonesia
mereka sudah kelas lima,indonesia
"permisi , saya mau tanya jam berapa keretanya datang ?",indonesia
eri ada pr bahasa lampung tidak dikerjakan,indonesia
api kidah niku haga jama nyak ?,lampung
apakah ada tugas akhir untuk ujian ?,indonesia
siapa kakeknya hilda dan ilham ?,indonesia
semuga berhasil,lampung
tiyan mansa ghua ngepuluh deghian,lampung
boleh saya datang ke rumahmu ?,indonesia
di daighah lampung bagian utagha pahlawan sai tikenal geghalni pangeran indra kusuma,lampung
saya akan pergi dengan teman,indonesia
gedop,lampung
"tiyan geluk-teluk mandi , mak lupa berwudu , laju mit pok sholat",lampung
sedang diperbaiki,indonesia
dang lupa ngusung perlengkapan mandi,lampung
baju ini kekecilan,indonesia
tolong isi formulir ini,indonesia
tuan-tuan yth dari mana ?,indonesia
ija kuruk,lampung
"memang belum pak tetapi saya mau cepat-cepat melihat hasil pelajaranku , kata komariyah",indonesia
saya tidak biasa dengan udaranya,indonesia
suntikan imunisasi,indonesia
berapa pensil yang ada di kotak nomor satu,indonesia
"bu , lina haga mit perpustakaan haga ngebaca",lampung
pak cik jak ngedandang lamban ganta lagi tirerap unyin jagat,lampung
sai biasa gham apresiasi yalah karya seni,lampung
sikam bugilegh nyanyi lampung,lampung
pohon rambutan kita sudah berbuah,indonesia
saya sedang bingung,indonesia
kak kedau muni niku radu ngurasa gokgoh sija ?,lampung
"pak , sikam kilu supaya puskam sai ngejadi pembina upacagha",lampung
nyak kilu sai porsi daging sapi tipanggang,lampung
"pak , jam berapa upacara dimulai ?",indonesia
inak lagi nguyahi gulai tabuh,lampung
niku dapok numpang mubil ku,lampung
hasan abangni husin,lampung
pak sanusi ngayunko ketua kelas ngantakko ulun tuha mughid sai haga neghima rapor kughuk kelas,lampung
dimana rumahmu ?,indonesia
lukman sangamiyanak,lampung
mughid-mughid lapah mit sekula,lampung
ibu sampai dari pasar,indonesia
gham mesti matuhi peraturan di ghang laya,lampung
pedagang menjajakan dagangannya,indonesia
mari kita cepat-cepat ke sekolah supaya tidak terlambat,indonesia
sai mak libur di ghani libur yalah penjaga sekolah,lampung
ceramahni helau,lampung
kata pelatih lamun dilupukko imbuhanni ngejadi latih,lampung
saya mau membeli baju,indonesia
apa bisa kurang harganya ?,indonesia
supaya terjalin keakraban bahkan rasa kekeluargaan maka kita bertegur sapa,indonesia
zuriah haga mondok dingintarko inak amakni,lampung
yu wat pepira,lampung
apa saya harus membayar uang muka ?,indonesia
sekolahnya kelas berapa ?,indonesia
"ani cawa jama bu gughu , bu , hikam haga mit bulakang",lampung
wat api ia ?,lampung
sekula di pekon sikam angkah wat sai gelaghni sd terpencil,lampung
saya pergi pulang,indonesia
pagi-pagi kakek muhammad sudah membawa cangkul menggunakannya menanam ubi kayu,indonesia
"pedagang , petani , dokter , pembantu , guru",indonesia
ya sedikit terluka,indonesia
saya simpan di dalam laci itu,indonesia
beliau benar-benar bertanggung jawab bagi keluarga kita,indonesia
nyak basa mareng,lampung
adek kalau sudah selesai menggunakan pena kembalikan lagi ke dalam tas,indonesia
